Entry_Time,Exit_Time,Symbol,Option_Type,Entry_Price,Exit_Price,Stop_Loss,Target,Quantity,Exit_Reason,Gross_PnL,Brokerage_Taxes,Net_PnL,Capital_Balance
2026-08-14 13:09:26,2026-08-14 15:15:00,RELIANCE_OPT_CE,CALL,26.14,27.64,22.22,33.99,15,3:15_PM_MARKET_CLOSE,22.50,40.40,-17.90,100022.50
2026-08-15 14:39:01,2026-08-15 17:15:25,ETHEREUM_OPT_PUT,PUT,37.51,36.55,31.88,48.76,15,MANUAL_FORCE_CLOSE,-14.33,45.00,-59.33,100022.50
2026-08-15 14:39:01,2026-08-15 17:15:32,ETHEREUM_OPT_PUT,PUT,37.51,36.55,31.88,48.76,15,MANUAL_FORCE_CLOSE,-14.33,45.00,-59.33,100022.50
2026-08-15 14:39:01,2026-08-15 17:24:43,ETHEREUM_OPT_PUT,PUT,37.51,36.78,31.88,48.76,15,MANUAL_FORCE_CLOSE,-10.95,45.00,-55.95,100022.50
2026-08-15 14:39:01,2026-08-15 17:24:46,ETHEREUM_OPT_PUT,PUT,37.51,36.78,31.88,48.76,15,MANUAL_FORCE_CLOSE,-10.95,45.00,-55.95,100022.50
2026-08-15 14:39:01,2026-08-15 17:24:48,ETHEREUM_OPT_PUT,PUT,37.51,36.78,31.88,48.76,15,MANUAL_FORCE_CLOSE,-10.95,45.00,-55.95,100022.50
